time,At_Q_m3ps,At_bioN_Mgps,Ms_Q_m3ps,Ms_bioN_Mgps
1/1/1980 8:00:00 AM,5918.220937728,0.00630651299263491,13931.888523264,0.020226781215619
1/2/1980 8:00:00 AM,5974.854630912,0.006366862399263,14583.17599488,0.0211723421261052
1/3/1980 8:00:00 AM,6512.87471616,0.00694018176222981,15036.245540352,0.0218301236290522
1/4/1980 8:00:00 AM,6852.676875264,0.00730227820199832,15659.216165376,0.0227345731956042
1/5/1980 8:00:00 AM,7192.479034368,0.00766437464176683,16225.553097216,0.0235568000742879
1/6/1980 8:00:00 AM,7334.063267328,0.00781524815833705,16565.35525632,0.0240501362014982
1/7/1980 8:00:00 AM,7419.013807104,0.00790577226827917,16933.474262016,0.0245845836726426
1/8/1980 8:00:00 AM,7220.79588096,0.00769454934508087,17103.375341568,0.0248312517362477
1/9/1980 8:00:00 AM,7135.845341184,0.00760402523513875,17103.375341568,0.0248312517362477
1/10/1980 8:00:00 AM,7050.894801408,0.00751350112519662,16537.038409728,0.024009024857564
1/11/1980 8:00:00 AM,6994.261108224,0.00745315171856853,16537.038409728,0.024009024857564
1/12/1980 8:00:00 AM,6852.676875264,0.00730227820199832,16565.35525632,0.0240501362014982
1/13/1980 8:00:00 AM,6654.45894912,0.00709105527880002,15319.414006272,0.022241237068394
1/14/1980 8:00:00 AM,6456.241022976,0.00687983235560172,14186.740142592,0.0205967833110266
1/15/1980 8:00:00 AM,5918.220937728,0.00630651299263491,13507.135824384,0.0196101110566062
1/16/1980 8:00:00 AM,5408.517699072,0.00576336833298214,13054.066278912,0.0189523295536592
1/17/1980 8:00:00 AM,5181.982926336,0.0055219707064698,12629.313580032,0.0183356593946465
1/18/1980 8:00:00 AM,5153.666079744,0.00549179600315576,12431.095653888,0.0180478799871072
1/19/1980 8:00:00 AM,5153.666079744,0.00549179600315576,11978.026108416,0.0173900984841602
1/20/1980 8:00:00 AM,5097.03238656,0.00543144659652768,12062.976648192,0.0175134325159628
1/21/1980 8:00:00 AM,5097.03238656,0.00543144659652768,12374.461960704,0.0179656572992388
1/22/1980 8:00:00 AM,5351.884005888,0.00570301892635406,12572.679886848,0.0182534367067781
1/23/1980 8:00:00 AM,6173.072557056,0.0065780853224613,13733.67059712,0.0199390018080797
1/24/1980 8:00:00 AM,6569.508409344,0.00700053116885789,14356.641222144,0.0208434513746317
1/25/1980 8:00:00 AM,6371.2904832,0.00678930824565959,15036.245540352,0.0218301236290522
